generation,rank_1,rank_2,swapAccepted
643000,2,3,1
644000,2,3,1
645000,2,4,1
646000,1,4,1
647000,1,4,1
648000,1,4,1
649000,1,3,1
650000,1,4,1
651000,2,3,1
652000,1,3,0
653000,1,3,1
654000,2,4,0
655000,1,2,1
656000,1,2,1
657000,1,2,1
658000,1,3,1
659000,1,2,1
660000,1,3,1
661000,2,3,1
662000,1,4,1
663000,2,4,1
664000,2,3,1
665000,1,2,1
666000,2,4,1
667000,1,3,1
668000,2,3,1
669000,2,4,1
670000,1,2,1
671000,2,4,0
672000,2,4,1
673000,1,2,1
674000,2,4,0
675000,1,4,0
676000,2,4,1
677000,2,3,1
678000,1,2,1
679000,1,4,1
680000,1,3,1
681000,3,4,1
682000,1,3,0
683000,2,3,1
684000,1,4,0
685000,1,2,1
686000,2,3,1
687000,2,3,1
688000,1,3,1
689000,1,2,1
690000,1,4,1
691000,3,4,1
692000,1,2,1
693000,1,4,1
694000,3,4,1
695000,2,3,1
696000,1,2,1
697000,1,3,1
698000,2,3,1
699000,3,4,1
700000,2,4,1
701000,3,4,1
702000,1,2,0
703000,1,4,1
704000,2,3,1
705000,3,4,1
706000,2,4,1
707000,1,2,1
708000,1,2,1
709000,1,2,1
710000,2,3,1
711000,1,2,1
712000,1,3,1
713000,1,2,0
714000,2,4,1
715000,1,2,1
716000,2,3,1
717000,1,2,1
718000,1,3,1
719000,2,3,1
720000,2,3,1
721000,1,3,1
722000,1,2,1
723000,1,3,1
724000,1,3,1
725000,3,4,1
726000,2,4,1
727000,3,4,1
728000,1,3,0
729000,2,4,0
730000,1,4,1
731000,3,4,1
732000,3,4,1
733000,3,4,1
734000,2,3,1
735000,3,4,1
736000,1,3,1
737000,1,3,1
738000,1,2,1
739000,1,4,1
740000,2,3,1
741000,3,4,1
742000,1,3,1
743000,1,4,0
744000,3,4,1
745000,2,4,1
746000,1,4,1
747000,2,4,1
748000,3,4,1
749000,1,3,1
750000,3,4,1
751000,2,4,1
752000,2,4,1
753000,3,4,1
754000,2,4,1
755000,3,4,1
756000,1,2,1
757000,2,3,1
758000,3,4,1
759000,1,2,1
760000,3,4,1
761000,1,2,1
762000,1,2,1
763000,2,4,1
764000,2,3,1
765000,2,3,1
766000,3,4,1
767000,1,2,1
768000,1,4,1
769000,2,3,1
770000,1,2,1
771000,1,2,1
772000,3,4,1
773000,1,4,1
774000,1,3,1
775000,2,4,1
776000,2,3,1
777000,1,4,1
778000,1,3,1
779000,3,4,1
780000,3,4,1
781000,3,4,1
782000,3,4,1
783000,2,4,1
784000,1,4,1
785000,1,3,1
786000,1,2,1
787000,3,4,1
788000,1,4,0
789000,3,4,1
790000,2,3,1
791000,1,2,1
792000,1,3,1
793000,2,4,1
794000,1,4,1
795000,1,2,1
796000,1,2,1
797000,2,4,1
798000,1,2,1
799000,3,4,1
800000,1,4,1
801000,1,3,1
802000,1,4,0
803000,3,4,1
804000,1,2,1
805000,2,3,1
806000,3,4,1
807000,1,3,1
808000,1,4,1
809000,3,4,1
810000,1,4,1
811000,2,3,1
812000,3,4,1
813000,2,4,1
814000,2,4,1
815000,2,4,1
816000,2,3,1
817000,2,3,1
818000,1,4,1
819000,1,4,1
820000,1,4,1
821000,3,4,0
822000,3,4,1
823000,3,4,1
824000,1,2,0
825000,2,3,1
826000,1,3,1
827000,1,4,1
828000,1,4,1
829000,1,2,1
830000,3,4,1
831000,3,4,1
832000,1,3,1
833000,1,3,1
834000,1,4,1
835000,2,3,1
836000,2,3,1
837000,1,4,1
838000,1,4,1
839000,3,4,1
840000,3,4,1
841000,3,4,1
842000,1,2,1
843000,2,3,1
844000,2,4,1
845000,1,2,1
846000,2,3,1
847000,2,3,0
848000,3,4,1
849000,2,3,1
850000,3,4,1
851000,1,2,1
852000,2,4,1
853000,2,3,1
854000,1,2,0
855000,1,3,1
856000,2,3,1
857000,1,2,1
858000,1,2,1
859000,1,4,1
860000,1,4,1
861000,2,4,0
862000,2,3,1
863000,3,4,1
864000,2,4,1
865000,1,4,1
866000,1,3,1
867000,1,2,1
868000,2,3,1
869000,3,4,1
870000,1,3,1
871000,1,2,1
872000,2,4,1
873000,1,4,1
874000,1,4,0
875000,1,3,1
876000,3,4,1
877000,2,4,1
878000,1,4,0
879000,1,4,1
880000,1,4,1
881000,2,4,1
882000,3,4,0
883000,2,4,1
884000,3,4,1
885000,2,3,1
886000,3,4,1
887000,1,3,1
888000,1,3,1
889000,1,3,0
890000,2,4,1
891000,2,4,1
892000,3,4,1
893000,2,4,1
894000,3,4,1
895000,3,4,1
896000,1,2,1
897000,3,4,1
898000,3,4,1
899000,2,4,0
900000,1,3,1
901000,1,4,1
902000,3,4,1
903000,1,3,1
904000,1,3,1
905000,2,4,1
906000,2,4,1
907000,1,4,1
908000,3,4,1
909000,2,4,1
910000,3,4,1
911000,2,3,1
912000,1,4,1
913000,2,4,0
914000,2,3,1
915000,2,4,1
916000,1,3,1
917000,1,2,1
918000,1,2,1
919000,2,4,1
920000,3,4,1
921000,1,2,1
922000,2,4,1
923000,3,4,1
924000,2,4,1
925000,1,3,1
926000,3,4,1
927000,3,4,1
928000,2,3,1
929000,2,4,1
930000,3,4,1
931000,2,3,1
932000,3,4,1
933000,1,4,0
934000,1,4,1
935000,1,2,1
936000,2,4,1
937000,1,3,1
938000,2,4,1
939000,3,4,1
940000,2,3,1
941000,1,4,1
942000,1,3,1
943000,1,2,1
944000,1,4,1
945000,1,4,1
946000,2,3,1
947000,1,4,0
948000,1,2,1
949000,2,4,1
950000,2,3,1
951000,1,4,1
952000,3,4,1
953000,1,2,0
954000,2,4,1
955000,3,4,1
956000,2,3,1
957000,1,2,1
958000,1,2,1
959000,1,2,1
960000,1,2,1
961000,3,4,1
962000,1,2,1
963000,1,2,1
964000,1,3,1
965000,2,4,1
966000,2,3,1
967000,1,3,1
968000,3,4,1
969000,2,3,1
970000,2,4,1
971000,2,3,1
972000,1,4,1
973000,2,4,1
974000,1,2,0
975000,1,2,1
976000,1,3,1
977000,3,4,1
978000,3,4,1
979000,3,4,1
980000,2,4,1
981000,3,4,1
982000,1,3,1
983000,1,4,1
984000,3,4,1
985000,2,4,1
986000,2,3,1
987000,1,2,1
988000,1,2,1
989000,3,4,1
990000,1,2,1
991000,2,4,1
992000,1,4,1
993000,1,4,0
994000,2,4,1
995000,2,4,1
996000,1,2,1
997000,2,3,1
998000,1,2,0
999000,1,4,1
1000000,3,4,1
1001000,2,3,1
1002000,1,3,1
1003000,3,4,1
1004000,2,3,1
1005000,1,4,1
1006000,1,4,1
1007000,1,2,1
1008000,1,3,1
1009000,3,4,1
1010000,1,2,1
1011000,1,2,1
1012000,3,4,1
1013000,1,2,0
1014000,1,2,1
1015000,2,3,0
1016000,1,2,1
1017000,1,3,0
1018000,1,4,1
1019000,2,3,1
1020000,1,2,1
1021000,1,3,1
1022000,1,3,1
1023000,2,4,1
1024000,3,4,0
1025000,1,2,1
1026000,2,3,1
1027000,2,3,1
1028000,1,3,0
1029000,3,4,1
1030000,2,4,0
1031000,1,3,1
1032000,1,4,1
1033000,1,2,1
1034000,1,3,1
1035000,1,2,1
1036000,1,2,1
1037000,1,4,0
1038000,2,3,1
1039000,1,4,1
1040000,1,4,1
1041000,1,3,1
1042000,3,4,1
1043000,3,4,1
1044000,2,4,1
1045000,1,4,1
1046000,2,3,1
1047000,2,4,1
1048000,1,3,1
1049000,1,2,1
1050000,1,2,1
1051000,2,3,1
1052000,1,2,1
1053000,2,3,1
1054000,2,3,0
1055000,1,4,1
1056000,1,2,1
1057000,1,3,1
1058000,3,4,1
1059000,1,2,1
1060000,2,3,1
1061000,1,2,1
1062000,1,4,1
1063000,1,2,1
1064000,1,2,1
1065000,2,3,1
1066000,1,4,1
1067000,2,3,1
1068000,2,3,1
1069000,1,4,1
1070000,1,3,1
1071000,1,2,1
1072000,1,3,1
1073000,3,4,1
1074000,1,2,1
1075000,1,2,1
1076000,1,4,1
1077000,2,3,1
1078000,1,4,1
1079000,1,2,1
1080000,2,4,1
1081000,2,3,1
1082000,3,4,1
1083000,1,3,1
1084000,1,4,0
1085000,2,3,1
1086000,1,4,0
1087000,2,4,1
1088000,3,4,1
1089000,1,2,1
1090000,2,4,1
1091000,1,4,1
1092000,2,4,1
1093000,1,3,1
1094000,1,2,1
1095000,1,3,1
1096000,1,3,1
1097000,1,3,1
1098000,1,4,1
1099000,2,3,1
1100000,2,4,1
1101000,1,3,1
1102000,3,4,0
1103000,2,3,1
1104000,1,2,1
1105000,2,4,1
1106000,1,3,1
1107000,1,3,1
1108000,3,4,1
1109000,2,4,1
1110000,1,2,1
1111000,3,4,1
1112000,2,3,0
1113000,2,4,1
1114000,3,4,1
1115000,1,4,1
1116000,1,2,1
1117000,2,4,1
1118000,1,2,1
1119000,1,3,1
1120000,2,4,1
1121000,2,3,1
1122000,3,4,1
1123000,3,4,1
1124000,2,3,1
1125000,2,3,1
1126000,2,4,1
1127000,1,4,1
1128000,3,4,1
1129000,1,4,1
1130000,3,4,1
1131000,1,2,1
1132000,1,4,0
1133000,1,4,1
1134000,1,3,1
1135000,1,3,1
1136000,2,4,1
1137000,2,3,1
1138000,1,3,1
1139000,1,2,1
1140000,1,2,1
1141000,1,2,1
1142000,1,4,1
1143000,1,2,1
1144000,2,3,1
1145000,2,3,1
1146000,2,3,1
1147000,2,3,1
1148000,2,3,1
1149000,1,3,1
1150000,2,3,1
1151000,1,4,1
1152000,1,3,1
1153000,2,3,0
1154000,2,3,1
1155000,2,4,1
1156000,1,3,1
1157000,2,3,1
1158000,1,4,1
1159000,2,4,1
1160000,2,4,1
1161000,1,4,1
1162000,1,3,1
1163000,2,3,1
1164000,1,3,1
1165000,1,2,1
1166000,1,4,0
1167000,2,3,1
1168000,2,4,1
1169000,2,3,1
1170000,1,2,1
1171000,2,4,0
1172000,3,4,1
1173000,1,4,1
1174000,2,3,1
1175000,3,4,1
1176000,1,4,1
1177000,3,4,1
1178000,1,2,1
1179000,2,4,1
1180000,2,3,1
1181000,1,2,1
1182000,1,3,1
1183000,2,3,1
1184000,2,3,1
1185000,3,4,1
1186000,1,2,0
1187000,2,3,1
1188000,2,3,1
1189000,3,4,1
1190000,3,4,1
1191000,1,4,1
1192000,1,4,1
1193000,2,4,1
1194000,1,2,1
1195000,1,3,1
1196000,1,3,1
1197000,1,3,1
1198000,2,3,1
1199000,3,4,1
1200000,3,4,1
1201000,1,2,1
1202000,2,4,1
1203000,2,4,1
1204000,2,3,1
1205000,3,4,1
1206000,1,3,1
1207000,2,3,1
1208000,1,3,1
1209000,3,4,1
1210000,1,2,1
1211000,1,4,0
1212000,2,3,1
1213000,1,4,0
1214000,3,4,1
1215000,2,3,1
1216000,1,3,1
1217000,3,4,1
1218000,3,4,1
1219000,2,3,1
1220000,1,3,0
1221000,2,4,1
1222000,1,4,1
1223000,3,4,1
1224000,3,4,1
1225000,2,3,1
1226000,3,4,1
1227000,1,3,1
1228000,2,4,1
1229000,2,3,1
1230000,2,3,1
1231000,1,4,1
1232000,2,3,1
1233000,1,2,1
1234000,1,4,1
1235000,2,3,1
1236000,1,2,1
1237000,2,3,1
1238000,3,4,1
1239000,1,2,1
1240000,2,3,1
1241000,1,4,1
1242000,2,4,1
1243000,1,4,1
1244000,3,4,1
1245000,1,4,0
1246000,2,4,1
1247000,2,4,1
1248000,2,4,1
1249000,1,3,1
1250000,3,4,1
1251000,2,4,1
1252000,1,2,1
1253000,1,2,1
1254000,1,2,1
1255000,1,3,0
1256000,1,3,0
1257000,1,2,1
1258000,1,4,1
1259000,1,2,1
1260000,2,4,1
1261000,2,4,1
1262000,3,4,1
1263000,1,2,1
1264000,2,3,1
1265000,1,3,1
1266000,2,3,1
1267000,3,4,1
1268000,1,2,1
1269000,3,4,1
1270000,2,3,1
1271000,1,3,1
1272000,2,3,1
1273000,1,2,1
1274000,2,3,1
1275000,3,4,1
1276000,3,4,1
1277000,2,4,1
1278000,1,4,1
1279000,1,4,0
1280000,3,4,1
1281000,1,4,1
1282000,1,3,1
1283000,3,4,1
1284000,1,2,1
1285000,2,3,1
1286000,1,2,1
1287000,1,2,1
1288000,3,4,1
1289000,2,4,1
1290000,1,2,0
1291000,2,3,1
1292000,2,3,1
1293000,1,4,1
1294000,1,3,1
1295000,1,2,0
1296000,1,3,1
1297000,2,4,1
1298000,3,4,1
1299000,1,2,1
1300000,2,3,0
1301000,2,4,1
1302000,3,4,1
1303000,1,2,1
1304000,1,3,1
1305000,3,4,0
1306000,2,4,1
1307000,1,3,1
1308000,2,4,1
1309000,1,3,1
1310000,1,3,0
1311000,2,4,1
1312000,2,3,1
1313000,2,4,1
1314000,3,4,1
1315000,3,4,1
1316000,1,4,1
1317000,1,4,1
1318000,2,4,1
1319000,1,4,0
1320000,1,3,1
1321000,1,3,1
1322000,2,3,0
1323000,3,4,1
1324000,1,4,1
1325000,1,2,1
1326000,2,3,1
1327000,1,2,1
1328000,3,4,1
1329000,2,4,1
1330000,2,4,1
1331000,1,4,1
1332000,2,4,0
1333000,2,3,1
1334000,2,4,1
1335000,1,2,1
1336000,2,4,1
1337000,3,4,1
1338000,3,4,1
1339000,1,2,1
1340000,1,4,0
1341000,3,4,0
1342000,1,3,1
1343000,2,4,1
1344000,2,4,1
1345000,3,4,1
1346000,2,4,1
1347000,1,3,0
1348000,1,3,1
1349000,1,4,1
1350000,2,3,1
1351000,1,3,0
1352000,3,4,1
1353000,1,4,1
1354000,3,4,1
1355000,2,3,1
1356000,2,3,1
1357000,2,3,1
1358000,3,4,1
1359000,2,3,1
1360000,1,4,1
1361000,2,3,0
1362000,1,3,1
1363000,3,4,1
1364000,1,2,1
1365000,1,4,1
1366000,1,2,1
1367000,3,4,1
1368000,1,4,1
1369000,1,2,1
1370000,2,4,1
1371000,3,4,1
1372000,1,4,1
1373000,3,4,1
1374000,1,3,1
1375000,2,4,1
1376000,1,2,1
1377000,1,2,1
1378000,3,4,1
1379000,2,3,0
1380000,3,4,1
1381000,3,4,1
1382000,1,2,1
1383000,1,3,1
1384000,1,2,1
1385000,2,4,1
1386000,1,4,1
1387000,1,4,1
1388000,2,3,1
1389000,1,2,1
1390000,1,4,0
1391000,1,3,1
1392000,2,4,0
1393000,1,4,1
1394000,1,4,1
1395000,2,3,1
1396000,3,4,1
1397000,1,3,1
1398000,1,2,1
1399000,2,3,1
1400000,1,2,1
1401000,2,4,1
1402000,1,3,1
1403000,1,4,1
1404000,2,4,1
1405000,1,3,1
1406000,3,4,1
1407000,1,4,1
1408000,2,4,0
1409000,2,4,1
1410000,3,4,1
1411000,1,4,1
1412000,1,2,1
1413000,2,4,0
1414000,3,4,1
1415000,2,3,1
1416000,1,2,1
1417000,1,3,0
1418000,1,3,1
1419000,2,3,1
1420000,2,3,0
1421000,1,2,1
1422000,2,4,0
1423000,1,4,1
1424000,3,4,1
1425000,1,4,1
1426000,2,4,1
1427000,1,3,1
1428000,2,3,1
1429000,3,4,1
1430000,2,4,1
1431000,1,3,1
1432000,1,3,1
1433000,2,3,1
1434000,1,4,1
1435000,1,4,1
1436000,1,3,1
1437000,3,4,1
1438000,1,4,1
1439000,1,4,1
1440000,2,3,1
1441000,1,3,1
1442000,3,4,1
1443000,1,3,1
1444000,2,3,1
1445000,1,3,1
1446000,1,2,1
1447000,2,3,1
1448000,2,4,0
1449000,3,4,1
1450000,2,3,1
1451000,2,3,1
1452000,2,4,1
1453000,3,4,1
1454000,2,4,1
1455000,1,2,1
1456000,2,3,1
1457000,1,4,1
1458000,2,4,1
1459000,3,4,1
1460000,2,4,1
1461000,1,2,1
1462000,1,2,1
1463000,1,3,1
1464000,3,4,1
1465000,2,3,1
1466000,1,3,0
1467000,3,4,1
1468000,1,3,1
1469000,1,4,1
1470000,2,4,1
1471000,3,4,1
1472000,1,2,1
1473000,1,3,0
1474000,1,4,1
1475000,2,4,1
1476000,3,4,1
1477000,1,2,0
1478000,2,3,1
1479000,1,2,1
1480000,2,3,1
1481000,2,4,1
1482000,2,3,1
1483000,1,2,1
1484000,1,2,1
1485000,1,2,1
1486000,2,3,1
1487000,1,3,1
1488000,2,3,1
1489000,2,3,1
1490000,1,3,1
1491000,1,3,0
1492000,1,2,1
1493000,1,2,1
1494000,1,2,1
1495000,1,4,1
