generation,rank_1,rank_2,swapAccepted
1174000,1,2,1
1175000,3,4,1
1176000,1,3,1
1177000,1,2,1
1178000,2,3,1
1179000,1,3,1
1180000,3,4,1
1181000,2,3,1
1182000,1,4,0
1183000,1,3,1
1184000,1,2,1
1185000,2,4,0
1186000,1,3,1
1187000,1,3,0
1188000,2,4,1
1189000,2,4,1
1190000,3,4,1
1191000,1,2,1
1192000,2,4,1
1193000,1,4,1
1194000,1,4,1
1195000,2,3,1
1196000,2,3,1
1197000,1,4,0
1198000,2,3,1
1199000,1,2,1
1200000,1,4,1
1201000,2,4,1
1202000,1,3,1
1203000,2,4,1
1204000,1,3,1
1205000,2,3,1
1206000,1,4,1
1207000,2,3,0
1208000,1,2,1
1209000,1,3,1
1210000,3,4,1
1211000,2,3,1
1212000,2,3,1
1213000,1,4,1
1214000,1,4,1
1215000,1,3,1
1216000,3,4,1
1217000,2,3,1
1218000,2,3,1
1219000,1,4,0
1220000,2,3,1
1221000,3,4,0
1222000,2,4,1
1223000,1,4,1
1224000,1,2,1
1225000,3,4,1
1226000,2,3,1
1227000,3,4,1
1228000,3,4,1
1229000,1,3,1
1230000,1,2,1
1231000,1,2,1
1232000,1,4,1
1233000,2,3,1
1234000,3,4,1
1235000,2,4,0
1236000,2,3,1
1237000,1,4,1
1238000,1,3,1
1239000,1,2,1
1240000,2,3,1
1241000,1,4,1
1242000,1,2,1
1243000,1,4,0
1244000,3,4,1
1245000,2,3,1
1246000,3,4,1
1247000,1,2,1
1248000,2,3,1
1249000,2,4,1
1250000,2,4,1
1251000,1,4,1
1252000,3,4,1
1253000,1,2,1
1254000,1,4,1
1255000,3,4,1
1256000,2,3,1
1257000,2,3,1
1258000,1,4,0
1259000,1,3,1
1260000,1,4,0
1261000,3,4,1
1262000,1,3,1
1263000,3,4,1
1264000,1,4,1
1265000,1,3,1
1266000,2,3,1
1267000,1,3,1
1268000,1,2,1
1269000,1,2,0
1270000,3,4,1
1271000,2,4,1
1272000,1,4,1
1273000,2,3,1
1274000,2,3,1
1275000,1,3,1
1276000,1,4,1
1277000,3,4,1
1278000,2,4,1
1279000,1,3,1
1280000,3,4,1
1281000,2,4,1
1282000,1,2,1
1283000,2,4,1
1284000,1,4,0
1285000,3,4,1
1286000,1,4,1
1287000,1,3,1
1288000,2,3,1
1289000,1,3,1
1290000,3,4,1
1291000,1,3,1
1292000,3,4,1
1293000,2,3,1
1294000,1,3,1
1295000,1,3,1
1296000,1,3,1
1297000,1,2,1
1298000,3,4,1
1299000,1,3,1
1300000,2,3,1
1301000,1,3,1
1302000,1,2,1
1303000,1,3,1
1304000,1,3,1
1305000,2,3,1
1306000,3,4,1
1307000,3,4,1
1308000,1,2,1
1309000,2,4,1
1310000,1,4,1
1311000,2,3,1
1312000,1,4,1
1313000,1,3,1
1314000,1,2,1
1315000,1,2,1
1316000,2,4,1
1317000,1,4,1
1318000,2,3,1
1319000,2,3,1
1320000,2,3,1
1321000,1,4,1
1322000,1,3,1
1323000,1,4,1
1324000,2,3,1
1325000,2,4,1
1326000,2,4,1
1327000,2,4,1
1328000,1,4,1
1329000,1,2,1
1330000,1,4,1
1331000,2,4,1
1332000,1,2,0
1333000,2,3,1
1334000,2,4,0
1335000,2,3,1
1336000,1,3,1
1337000,2,4,1
1338000,1,2,1
1339000,1,2,1
1340000,1,4,1
1341000,3,4,1
1342000,1,4,1
1343000,2,3,1
1344000,2,3,1
1345000,2,3,1
1346000,1,2,1
1347000,3,4,1
1348000,2,3,1
1349000,1,4,0
1350000,1,2,1
1351000,2,3,1
1352000,2,3,1
1353000,1,4,1
1354000,2,4,1
1355000,1,3,1
1356000,2,4,1
1357000,2,4,1
1358000,1,4,1
1359000,2,3,1
1360000,3,4,0
1361000,1,4,1
1362000,1,3,1
1363000,1,2,1
1364000,2,3,1
1365000,1,2,1
1366000,2,3,1
1367000,2,3,1
1368000,3,4,1
1369000,1,2,1
1370000,1,3,1
1371000,3,4,1
1372000,3,4,1
1373000,3,4,1
1374000,3,4,1
1375000,3,4,1
1376000,1,4,1
1377000,2,4,1
1378000,1,2,1
1379000,3,4,1
1380000,2,4,1
1381000,1,2,1
1382000,2,4,1
1383000,2,3,1
1384000,1,2,1
1385000,1,2,1
1386000,1,4,1
1387000,1,3,0
1388000,3,4,1
1389000,2,4,1
1390000,3,4,1
1391000,1,4,1
1392000,1,4,1
1393000,2,4,0
1394000,3,4,1
1395000,1,4,1
1396000,1,2,1
1397000,2,3,1
1398000,1,2,1
1399000,2,4,1
1400000,2,3,1
1401000,2,3,0
1402000,1,4,1
1403000,2,3,1
1404000,1,4,0
1405000,1,2,1
1406000,3,4,1
1407000,2,4,1
1408000,1,4,1
1409000,3,4,1
1410000,2,3,1
1411000,1,2,1
1412000,2,4,1
1413000,1,2,1
1414000,2,4,0
1415000,3,4,1
1416000,1,4,1
1417000,1,2,1
1418000,1,3,0
1419000,2,3,1
1420000,2,4,1
1421000,2,3,1
1422000,1,2,0
1423000,3,4,1
1424000,3,4,1
1425000,2,4,1
1426000,1,4,1
1427000,2,3,1
1428000,3,4,1
1429000,1,4,1
1430000,2,3,1
1431000,1,2,1
1432000,1,4,1
1433000,1,2,1
1434000,1,3,1
1435000,3,4,0
1436000,2,3,0
1437000,1,2,1
1438000,3,4,1
1439000,1,4,1
1440000,2,4,1
1441000,2,3,1
1442000,1,2,1
1443000,2,3,1
1444000,2,4,1
1445000,2,3,1
1446000,2,3,1
1447000,1,3,1
1448000,1,3,1
1449000,2,3,1
1450000,1,2,1
1451000,1,4,0
1452000,2,4,1
1453000,2,4,1
1454000,2,4,1
1455000,2,4,1
1456000,1,3,1
1457000,2,3,1
1458000,1,2,1
1459000,1,2,1
1460000,2,3,1
1461000,2,4,1
1462000,1,2,1
1463000,1,3,1
1464000,1,4,1
1465000,1,4,1
1466000,1,3,1
1467000,1,4,1
1468000,1,2,1
1469000,1,4,1
1470000,1,2,1
1471000,1,4,1
1472000,3,4,1
1473000,1,3,1
1474000,1,3,1
1475000,2,3,1
1476000,3,4,1
1477000,1,2,1
1478000,1,2,1
1479000,3,4,1
1480000,1,4,1
1481000,1,4,1
1482000,2,4,1
1483000,1,3,1
1484000,2,3,0
1485000,2,4,1
1486000,1,2,1
1487000,1,2,1
1488000,2,3,1
1489000,1,2,1
1490000,2,4,1
1491000,2,3,0
1492000,2,3,1
1493000,1,2,1
1494000,1,4,1
1495000,2,4,0
